id,eng,afr,nbl,xho,zul,nso,sot,tsn,ssw,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
statssa_multilingual_statistical_terminology_1080,Income from restaurants and bar sales,Inkomste uit restaurante en kroegverkope,Ingeniso/imali ngentengiso lemarestjurende nemabhareni,Ingeniso yentengiso kwiindawo zokutyela neebhari,Ingeniso/imali engena ngokudla neziphuzo,Ditseno go twa dijong the dinong,Lekeno ka dijo le thekiso ya dino,Lotseno lwa dithekiso tsa diresethurente le dibara,Inzuzo lengena ngekudla nangalokunatfwako,Mbuelo dza thengiso dza khefini na barani,Mbuyelo wa mavhengele na tibara,tourist accommodation / category: Tourism and Migration,"definition: Income from meals, banqueting, beverages and tobacco sales.",toeriste-akkommodasie,,,,indawo yokuhlala yabakhenkethi,,kubavakashi,,,,bodulo ba bahahlaudi,,,,,,vhudzulavhaendelamashango,,vutshamo bya vupfhumba,
statssa_multilingual_statistical_terminology_1081,Income per stay unit night sold,Inkomste per verblyfeenheidnagte verkoop,Ingeniso/imali ngokusetjenziswa kwemibede,Ingeniso yokuhlala ngeyunithi nganye ngobusuku,Ingeniso ngeyunithi ngobusuku obukhokhelwe,Ditseno go ya ka thekio ya boego bjo bo tee,Lekeno ka yuniti ya bodulo e rekisitsweng ka bosiu,Lotseno lwa lefelobonno lwa bosigo bo le bongwe,Inzuzo ngekulala ngebusuku,Mbuelo kha tshipiavhudzulo tsha vhusikuthengiswa,Mbuyelo wa yuniti ya vutshamo hi vusiku byinwe lebyi xavisiweke,category: Tourism and Migration,definition: Refers to average rate per stay unit.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1082,Institutional unit,Institusionele eenheid,Isijamiso esilawulako,Icandelo leziko,Isikhungo sokuhweba,Yuniti ya instituene,Yuniti ya diinstitjhushene,Kgwebo,Ibhizinisi letimele,Tshipia tsha tshiimiswa,Yuniti ya bindzu,category: Tourism and Migration,"definition: An economic entity capable, in its own right, of owning assets, incurring liabilities and engaging in economic transactions with other entities.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1083,Intermediate consumption,Tussenverbruik,Iindleko zokukhiqiza/zokwenza,Uxhamlo oluphakathi lwemveliso,Ukusebenziswa okumaphakathi nendawo,Tshenyegelo ya magareng,Ditshebediso tse mahareng,Tirisomagareng,Kusetjentiswa lokusemkhatsini,Tshumiswa ya vhukati,Ntirhiso wa le xikarhi,category: Tourism and Migration,"definition: Consists of the value of the goods and services consumed as inputs in a process of production, excluding fixed assets. Consumption of fixed assets is recorded as tourism of fixed capital.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1084,Internal tourism,Interne toerisme,Ivakatjhobukelo langaphakathi,Ukhenketho lwangaphakathi,Ukuvasha kwangaphakathi,Boeti bja ka nageng,Bohahlaudi ba kahare,Bojanalaselegae,Buvakashi bangekhatsi,Vhuendelamashango ha muno/ngomu,Vupfhumba bya le tikweni,category: Tourism and Migration,"definition: The tourism of visitors, both resident and non-resident, within the economic territory of the country of residence. It is the combination of domestic and inbound tourism.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1085,Internal tourism consumption,Verbruik deur interne toerisme,Ukusetjenziswa kwevakatjhobukelo langaphakathi,Uxhamlo lokhenketho lwangaphakathi,Ukusetshenziswa kwezokuvakasha kwangaphakathi,Tshenyegelo ya boeti bja ka nageng,Ditshebediso tsa bohahlaudi ba kahare,Tirisoselegae,Kusetjentiswa kwebuvakashi bangekhatsi,Tshumiswa ya vhuendelamashango ha muno/ngomu,Ntirhiso wa vupfhumba bya le tikweni,category: Tourism and Migration,definition: The consumption of both resident and non-resident visitors within the economic territory of the country of reference and/or that provided by residents.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1086,International migration,Internasionale migrasie,Ifuduko/ithutho lamazwe ngamazwe,Imfuduko phakathi kwamazwe ngamazwe,Ufuduko emazweni ngamazwe,Khudugo /phalalo ya bodithabathaba,Bofalli ba matjhaba,Khudugo ya bodithathaba,Kutfutseleka kwebantfu emhlabeni,Vhupfuluwi ha dzitshaka,Ndzhurho wa misava hinkwayo,category: Tourism and Migration,definition: The movement of people from one country to another.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1087,International tourism,Internasionale toerisme,Ivakatjhobukelo lamazwe ngamazwe,Ukhenketho lwamazwe ngamazwe,Ezokuvakasha emazweni ngamazwe,Boeti bja bodithabathaba,Bohahlaudi ba matjhaba,Bojanala ba bodithathaba,Buvakashi bemave ngemave,Vhuendelamashango ha dzitshaka,Vupfhumba bya misava hinkwayo,category: Tourism and Migration,definition: The combination of inbound tourism and outbound tourism.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1088,International tourism consumption,Verbruik deur internasionale toerisme,Ukusetjenziswa kwevakatjhobukelo lamazwe ngamazwe,Uxhamlo lokhenketho lwamazwe ngamazwe,Ukusetshenziswa kwezokuvakasha emazweni ngamazwe,Ditshenyagalelo ta boeti bja bodithabathaba,Tshebediso ya bohahlaudi ba matjhaba,Tiriso ya bojanala ba bodithathaba,Kusetjentiswa kwebuvakashi bemave ngemave,Tshumiswa nga vhuendelamashango ha dzitshaka,Ntirhiso wa vupfhumba bya misava hinkwayo,category: Tourism and Migration,definition: Comprises inbound tourism consumption and outbound tourism consumption.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1089,International tourist,Internasionale toeris,Isivakatjhimbukeli samazwe ngamazwe,Umkhenkethi wamazwe ngamazwe,Umvakashi wamazwe ngamazwe,Moeti wa bodithabathaba,Mohahlaudi wa matjhaba,Mojanala wa bodithathaba,Sivakashi semave ngemave,Muendelamashango wa dzitshaka,Mupfhumba wa misava hinkwayo,category: Tourism and Migration,definition: An international visitor who stays at least one night in collective or private accommodation in the country visited.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1090,International traveller,Internasionale reisiger,Isikhambi samazwe ngamazwe,Umhambi/umtyeleli wamazwe ngamazwe,Umhambi wamazwe ngamazwe,Mosepedi wa bodithabathaba,Motsamai wa matjhaba,Motsamai wa bodithathaba,Sivakashi semave ngemave,Muendi wa dzitshaka,Mufambi wa misava hinkwayo,category: Tourism and Migration,definition: Any person on a trip between two or more localities in different countries.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1091,International visitor,Internasionale besoeker,Isivakatjhi samazwe ngamazwe,Undwendwe lwamazwe ngamazwe,Isivakashi samazwe ngamazwe,Moeng wa bodithabathaba,Moeti wa matjhaba,Moeng wa bodithathaba,Sivakashi samhlaba wonkhe,Mueni/mudali wa dzitshaka,Muendzi wa misava hinkwayo,category: Tourism and Migration,definition: Any person who travels to a country other than that in which he/she has his/her residence outside his/her usual environment for a period that is less than 12 months and whose main purpose of visit is other that the exercise of an activity remunerated from within the country visited.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1092,Lifetime migrant,Lewenslange migrant,Umfuduki / umthuthi kanomphela,Umfuduki osisigxina,Umfuduki wafuthi,Mofaladi/mohudugi wa sammaruri/saruri,Mofalli wa moshwella,Ntholeng; mohudugi,Umfiki lotintile,Mupfuluwi wa tshohe,Murhurhelamakumu,category: Tourism and Migration,definition: A person who migrates from one place to another to stay there permanently. See return migrant.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1093,Migration,Migrasie,Ifuduko; ithutho,Imfuduko,Ufuduko,Phalalo /khudugo,Bofalli,Khudugo; Bofaladi,Kutfutsela kulelinye live,Vhupfuluwi,Ndzhurho,category: Tourism and Migration,definition: The movement of people from one place to another.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1094,National tourism,Nasionale toerisme,Ivakatjhobukelo lelizwe,Ukhenketho lukaZwelonke,Ezokuvakasha zikazwelonke,Boeti bja bosethaba,Bohahlaudi ba setjhaba,Bojanala ba bosethaba,Buvakashi eveni,Vhuendelamashango ha lushaka,Vupfhumba bya rixaka,category: Tourism and Migration,definition: National tourism is the combination of domestic tourism and outbound tourism.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1095,National tourism consumption,Verbruik deur nasionale toerisme,Ukusetjenziswa kwevakatjholelizwe,Uxhamlo lokhenketho lukaZwelonke,Ukusetshenziswa kwezokuvakasha zikazwelonke,Tshenyegelo ya boeti bja bosethaba,Tshebediso ya bohahlaudi ba setjhaba,Tiriso ya bojanala ba bosethaba,Kusetjentiswa kwebuvakashi eveni,Tshumiswa ya vhuendelamashango ha lushaka,Ntirhiso wa vupfhumba bya rixaka,category: Tourism and Migration,definition: The consumption of both resident visitors within and outside the economic territory of the country of reference.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1096,"Occupancy rate, bed","Besettingskoers, bed- [bedbesettingskoers]",Isilinganiso sokusetjenziswa kwendawo kwemibhede,Umlinganiselo wokuqeshwa kweebhedi,Iphesenti lokuhlalisa,Kelo ya malao/marobalo,"Sekgahla sa tshebediso, bethe",Kelotiriso ya malao,"Lizinga lekulala, umbhede",Tshikalambivhedzavhulalo,"Mpimo wa ntirhiso, mibedwa",category: Tourism and Migration,definition: See bed occupancy rate.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1097,"Occupancy rate, stay","Besettingskoers, verblyfeenheid",Isilinganiso sokusetjenziswa kwendawo yokuhlala,Umlinganiselo wokuqeshwa kweendawo zokuhlala,Iphesenti lamagumbi asetshenzisiwe,Kelo ya malao,"Sekgahla sa tshebediso, bodulo",Kelotiriso ya lefelobonno,"Lizinga lekulala, kuhlala",Tshikalambivhedzatshipia tsha vhudzulo,"Mpimo wa ntirhiso, vutshamo",category: Tourism and Migration,definition: See stay unit occupancy rate.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1098,Other income,Ander inkomste,Enye ingeniso/imali,Ingeniso eyenye,Enye imali engenile/ elinye ingeniso,Ditseno te dingwe,Lekeno le leng,Lotseno lo longwe,Inzuzo lenye,Mbuelo iwe,Mimbuyelo yinwana,tourist accommodation / category: Tourism and Migration,"definition: Other income includes rentals and fees received for transport services, offices, shops, garages, billiard rooms, dance floors, laundry services, telephone and fax, etc.",toeriste-akkommodasie,,,,indawo yokuhlala yabakhenkethi,,,,,,bodulo ba bahahlaudi,,,,kulala nekuhlala kwebavakashi,,vhudzulavhaendelamashango,,vutshamo bya vupfhumba,
statssa_multilingual_statistical_terminology_1099,Outbound tourism,Vertrekkende toerisme,Ivakatjhobukelo eliphumako,Ukhenketho oluphumayo,Ezokuvakashela ngaphandle,Boeti bja go falalela ntle,Bohahlaudi bo tswang,Bojanala ba baeti,Kuvakasha kwalabaphumako,Vhuendelamashango ha vhabvelanna,Vupfhumba byo huma etikweni,category: Tourism and Migration,definition: The tourism of resident visitors outside the economic territory of the country of reference.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1100,Outbound tourism consumption,Verbruik deur vertrekkende toerisme,Ukusetjenziswa kwevakatjhobukelo eliphumako,Uxhamlo lokhenketho oluphumayo,Ukusetshenziswa kwezokuvakashela ngaphandle,Ditshenyagalelo ta boeti bja go falalela ntle,Ditshebediso tsa bohahlaudi bo tswang; tshebediso ya bohahlaudi bo tswang,Tiriso ya bojanala ba baeti,Kusetjentiswa kwekuvakasha kwalabaphumako,Tshumiswa ya vhuendelamashango ha vhabvelanna,Ntirhiso wa vupfhumba byo huma etikweni,category: Tourism and Migration,definition: Comprises the consumption of resident visitors outside the economic territory of the country of reference and provided by non-residents.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1101,Outbound tourist,Vertrekkende toeris,Isivakatjhimbukeli esiphumako,Umkhenkethi ophumayo,Umvakashi ophumayo,Moeti wa go falalela ntle,Mohahlaudi ya tswang,Mojanala wa moeti,Sivakashi lesiphumako,Muendelamashango mubvelanna,Mupfhumba wo huma etikweni,category: Tourism and Migration,definition: A resident visitor who visits outside the economic territory of the country of reference.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1102,Outbound visitor,Vertrekkende besoeker,Isivakatjhi esiphumako,Undwendwe oluphumayo,Isivakashi esiphumayo,Moeng wa go falalela ntle,Moeti ya tswang,Moeti,Sivakashi lesiphumako,Mueni-/mudalimubvelanna,Muyeni wo huma etikweni,category: Tourism and Migration,definition: Visitors who reside within the country of reference.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1103,Overnight visitor/tourist,Oornagbesoeker/-toeris,Isivakatjhi/isivakatjhimbukeli esilalako,Undwendwe olulalisayo/ umkhenkethi olalisayo,Isivakashi esilalayo/umvakashi olalayo,Moeng/moeti wa go lala,Moeti/mohahlaudi ya robaletsang,Moeng / mojanala wa bosigo bo le bongwe,Sivakashi/ umvakashi se-/ webusuku bunye,Mueni/mudali muendelamashango musiakhofhe,Muendzi/mupfhumba wa vusiku byinwe,category: Tourism and Migration,definition: A visitor/tourist who stays at least one night in collective or private accommodation in the place visited.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1104,Overseas traveller,Oorsese besoeker,Isikhambi sangaphetjheya,Umhambi/umtyeleli waphesheya kolwandle,Umhambi waphesheya,Mosepedi wa moe wa mawatle/moa mawatle,Motsamai wa mose,Motsamai wa moseja,Sivakashi sangesheya,Muendi wa seli ha malwanzhe,Mufambi wa le ndzhandzheni wa malwandle,tourism and migration / category: Tourism and Migration,"definition: A foreign traveller visiting South Africa (SA), excluding travellers from mainland Africa and from unspecified countries.",toerisme en migrasie,,,,ukhenketho nemfuduko,,ezokuvasha nofuduko,,,,bohahlaudi le bofalli,,,,,,muendelamashango na mupfuluwi,,vupfhumba na ndzhurho,
statssa_multilingual_statistical_terminology_1105,Purpose of visit,Doel van besoek,Umnqopho wevakatjho,Injongo yokundwendwela,Inhloso yokuvakasha,Lebaka/nepo ya ketelo,Sepheo sa leeto,Maitlhomo a leeto,Injongo yekuvakasha,Ndivho ya madalo,Xikongomelo xa rendzo,category: Tourism and Migration,"definition: The major groups that are recommended for classifying the main purpose of visit (or trip) are: Leisure, recreation and holidays; Visiting friends and relatives; Business and professional; Health treatment; Religion/pilgrimages; and Other.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1106,Residence,Woonplek,Indawo yokuhlala,Indawo yokuhlala,Indawo yokuhlala,Bodulo,Bodulo,Bonno; bodulo,Indzawo yekuhlala,Vhudzulo,Vutshamo,category: Tourism and Migration,definition: An institutional units residence is the location where its centre of principal economic interest can be found. The residence of a household is that of all its members.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1107,Return migrant,Terugkerende migrant,Umfuduki/umthuthi obuyako,Umfuduki obuyayo,Umfuduki obuyayo,Mofaladi wa lebakanyana,Mofalli wa kgutlang,Mohudugi yo o boang; mmoelagae,Umzulane,Mupfuluwi muvhuyi,Murhurhi wa xinkarhana,category: Tourism and Migration,definition: A person who migrates from one place to another on a temporary basis.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1108,Room occupancy rate,Kamerbesettingskoers,Isilinganiso sokusetjenziswa kwamakamuru,Umlinganiselo wengqesho legumbi,Iphesenti lamagumbi asetshenzisiwe,Kelo ya go hira phapoi,Sekgahla sa tshebediso ya phaposi,Kelotiriso ya marobalo,Lizinga lekuhlala ekamelweni,Tshikalambivhedza-/phera/rumu,Mpimo wa ntirhiso wa kamara,category: Tourism and Migration,definition: Percentage of average number of room nights sold to the average number of room nights on offer for sale during a particular month.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1109,Same-day visitor,Eendagbesoeker,Isivakatjhi esingalaliko,Undwendwe losuku,Isivakashi sangalelo langa,Moeng wa mosegare o tee,Moeti wa letsatsi,Moeng wa letsatsi le le lengwe,Sivakashi selusuku,Mueni/mudali wa uvha,Muendzi wa siku,category: Tourism and Migration,definition: A visitor who visits a place for less than one night.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1110,Self-declared emigrant,Selfverklaarde emigrant,Umfudukeli/umthutheli ngaphandle ozivezileko,Umfuduki ophumayo ozichazayo,Umshiyilizwe ozibikile,Mofalalelantle wa go ipega,Mofalli ya ipoletseng,Mofalelaruri,Umsuki lobhalisiwe,Muipfulusi,Murhurhelahandle wo titivisa,category: Tourism and Migration,"definition: South African residents who, at the time of departing from South Africa, state their intention to leave the country and reside permanently elsewhere.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1111,Stay unit,Verblyfeenheid,Indawo yokuhlala,Igumbi lokuhlala,Iyunithi lokuhlala,Yuniti ya bodulo/marobalo,Yuniti ya bodulo,"Lefelobonno, borobalo",Ligumbi lekulala,Tshipia tsha vhudzulo,Yuniti ya vutshamo,category: Tourism and Migration,"definition: The unit of accommodation available to be charged out to guests, for example, a powered site in a caravan park or a room in a hotel.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_1112,Stay unit night sold,Verblyfeenheidnagte verkoop,Indawo yokulala ethengisiweko,Igumbi lokuhlala ubusuku elithengisiweyo,Iyunithi yokuhlala ethengiswe ngobusuku,Yuniti ya bodulo ya boego botee,Yuniti ya bodulo e rekisitsweng ka bosiu,Marobalo a a rekisitsweng,Indzawo yekulala lebhukiwe,Tshipiavhudzulo tsha vhusikuthengiswa,Vusiku bya yuniti ya vutshamo lebyi xavisiweke,category: Tourism and Migration,definition: The total number of stay units occupied on each night during the survey period.,,,,,,,,,,,,,,,,,,,,
